"name","year","stint","team","league","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","pos","birth","age","hand"
"berryke01",1973,1,"CAL","AL",136,415,48,118,11,2,3,36,1,6,26,50,0,1,8,2,19,CF,1941,33,R
"berryke01",1974,1,"ML4","AL",98,267,21,64,9,2,1,24,3,1,18,26,0,3,2,0,5,CF,1941,34,R
"berryke01",1975,1,"CLE","AL",25,40,6,8,1,0,0,1,0,1,1,7,0,1,0,0,1,LF,1941,35,R
"berryse01",1990,1,"KCA","AL",8,23,2,5,1,1,0,4,0,0,2,5,0,0,0,0,0,3B,1966,25,R
"berryse01",1991,1,"KCA","AL",31,60,5,8,3,0,0,1,0,0,5,23,0,1,0,0,1,3B,1966,26,R
"berryse01",1992,1,"MON","NL",24,57,5,19,1,0,1,4,2,1,1,11,0,0,0,0,1,3B,1966,27,R
"berryse01",1993,1,"MON","NL",122,299,50,78,15,2,14,49,12,2,41,70,6,2,3,6,4,3B,1966,28,R
"berryse01",1994,1,"MON","NL",103,320,43,89,19,2,11,41,14,0,32,50,7,3,2,2,7,3B,1966,29,R
"berryse01",1995,1,"MON","NL",103,314,38,100,22,1,14,55,3,8,25,53,1,2,2,5,5,3B,1966,30,R
"berryse01",1996,1,"HOU","NL",132,431,55,121,38,1,17,95,12,6,23,58,1,9,2,4,11,3B,1966,31,R
"berryse01",1997,1,"HOU","NL",96,301,37,77,24,1,8,43,1,5,25,53,1,5,1,6,8,DH,1966,32,R
"berryse01",1998,1,"HOU","NL",102,299,48,94,17,1,13,52,3,1,31,50,3,7,1,4,8,DH,1966,33,R
"berryse01",1999,1,"MIL","NL",106,259,26,59,11,1,2,23,0,0,17,50,0,3,0,2,4,1B,1966,34,R
"berryse01",2000,1,"MIL","NL",32,46,1,7,2,0,1,2,0,1,4,13,0,0,0,0,1,3B,1966,35,R
"berryse01",2000,2,"BOS","AL",1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3B,1966,35,R
"beswiji01",1978,1,"SDN","NL",17,20,2,1,0,0,0,0,0,0,1,7,0,0,0,0,2,RF,1958,21,B
"betemwi01",2001,1,"ATL","NL",8,3,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,SS,1980,22,B
"betemwi01",2004,1,"ATL","NL",22,47,2,8,0,0,0,3,0,1,4,16,0,0,0,1,0,SS,1980,25,B
"bevacku01",1971,1,"CLE","AL",55,137,9,28,3,1,3,13,0,0,4,28,1,0,1,3,4,SS,1947,25,R
"bevacku01",1972,1,"CLE","AL",19,35,2,4,0,0,1,1,0,0,3,10,1,0,0,0,1,LF,1947,26,R
