"name","year","stint","team","league","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","pos","birth","age","hand"
"muellbi02",2004,1,"BOS","AL",110,399,75,113,27,1,12,57,2,2,51,56,1,4,0,6,8,3B,1971,34,B
"mullifr01",1980,1,"CHA","AL",21,62,9,12,4,0,0,3,0,1,9,8,0,0,0,1,3,3B,1957,24,R
"mullifr01",1984,1,"SFN","NL",57,110,8,24,8,0,2,10,3,1,9,29,0,0,1,0,3,SS,1957,28,R
"mullifr01",1986,1,"CLE","AL",28,40,3,7,4,0,0,5,0,0,2,11,0,0,1,1,0,SS,1957,30,R
"mullira01",1977,1,"CAL","AL",78,271,36,73,13,2,3,21,1,1,23,36,2,1,8,0,2,SS,1956,22,L
"mullira01",1978,1,"CAL","AL",50,119,6,22,3,1,1,6,2,0,8,23,0,1,0,2,3,SS,1956,23,L
"mullira01",1979,1,"CAL","AL",22,68,7,10,0,0,1,8,0,0,4,14,0,1,0,5,2,SS,1956,24,L
"mullira01",1980,1,"KCA","AL",36,54,8,14,3,0,0,6,0,0,7,10,0,0,0,1,2,SS,1956,25,L
"mullira01",1981,1,"KCA","AL",24,44,6,10,3,0,0,5,0,1,2,7,0,0,0,0,2,SS,1956,26,L
"mullira01",1982,1,"TOR","AL",112,311,32,76,25,0,4,35,3,2,37,49,1,1,3,1,10,SS,1956,27,L
"mullira01",1983,1,"TOR","AL",129,364,54,100,34,3,10,49,0,2,57,43,5,1,3,2,14,SS,1956,28,L
"mullira01",1984,1,"TOR","AL",125,343,41,111,21,5,3,42,2,3,33,44,3,1,0,2,5,SS,1956,29,L
"mullira01",1985,1,"TOR","AL",129,366,55,108,26,1,10,57,2,0,55,54,2,0,1,5,10,3B,1956,30,L
"mullira01",1986,1,"TOR","AL",117,348,50,90,22,0,11,45,1,1,43,60,1,1,1,2,12,DH,1956,31,L
"mullira01",1987,1,"TOR","AL",124,332,37,103,28,1,11,44,1,1,34,55,1,0,3,3,10,SS,1956,32,L
"mullira01",1988,1,"TOR","AL",119,337,49,101,21,1,12,48,1,0,56,57,3,0,2,4,10,DH,1956,33,L
"mullira01",1989,1,"TOR","AL",103,273,25,65,11,2,3,29,0,0,34,40,6,0,0,2,12,DH,1956,34,L
"mullira01",1990,1,"TOR","AL",57,97,11,28,4,0,2,16,2,1,22,19,2,0,0,1,2,DH,1956,35,L
"mullira01",1991,1,"TOR","AL",97,240,27,60,12,1,2,24,0,0,44,44,2,0,0,2,9,DH,1956,36,L
"mullira01",1992,1,"TOR","AL",3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,DH,1956,37,L
"mullise01",1996,1,"SDN","NL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1970,27,R
"mumphje01",1974,1,"SLN","NL",5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1952,23,B
"mumphje01",1975,1,"SLN","NL",11,16,2,6,2,0,0,1,0,0,4,3,0,0,0,0,0,RF,1952,24,B
"mumphje01",1976,1,"SLN","NL",112,384,51,99,15,5,1,26,22,6,37,53,0,1,2,3,2,CF,1952,25,B
"mumphje01",1977,1,"SLN","NL",145,463,73,133,20,10,2,38,22,15,47,70,6,1,1,0,4,CF,1952,26,B
"mumphje01",1978,1,"SLN","NL",125,367,41,96,13,4,2,37,14,10,30,40,0,1,2,3,10,LF,1952,27,B
"mumphje01",1979,1,"SLN","NL",124,339,53,100,10,3,3,32,8,11,26,39,2,0,6,4,6,LF,1952,28,B
"mumphje01",1980,1,"SDN","NL",160,564,61,168,24,3,4,59,52,5,49,90,4,0,5,4,18,CF,1952,29,B
"mumphje01",1981,1,"NYA","AL",80,319,44,98,11,5,6,32,14,9,24,27,1,0,5,2,7,CF,1952,30,B
"mumphje01",1982,1,"NYA","AL",123,477,76,143,24,10,9,68,11,3,50,66,4,0,3,3,17,CF,1952,31,B
"mumphje01",1983,1,"NYA","AL",83,267,41,70,11,4,7,36,2,3,28,33,2,0,2,5,11,CF,1952,32,B
"mumphje01",1983,2,"HOU","NL",44,143,17,48,10,2,1,17,5,0,22,23,3,1,0,1,1,CF,1952,32,B
"mumphje01",1984,1,"HOU","NL",151,524,66,152,20,3,9,83,15,7,56,79,7,0,0,6,12,CF,1952,33,B
"mumphje01",1985,1,"HOU","NL",130,444,52,123,25,2,8,61,6,7,37,57,8,0,1,6,9,RF,1952,34,B
"mumphje01",1986,1,"CHN","NL",111,309,37,94,11,2,5,32,2,3,26,45,4,0,1,3,3,CF,1952,35,B
"mumphje01",1987,1,"CHN","NL",118,309,41,103,19,2,13,44,1,1,35,47,6,0,1,1,5,LF,1952,36,B
"mumphje01",1988,1,"CHN","NL",63,66,3,9,2,0,0,9,0,0,7,16,2,0,0,0,3,LF,1952,37,B
"munozjo01",1996,1,"CHA","AL",17,27,7,7,0,0,0,1,0,0,4,1,0,0,0,0,2,SS,1967,30,B
"munozno01",1995,1,"LAN","NL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1967,29,R
"munozpe01",1990,1,"MIN","AL",22,85,13,23,4,1,0,5,3,0,2,16,0,0,1,2,3,RF,1968,23,R
"munozpe01",1991,1,"MIN","AL",51,138,15,39,7,1,7,26,3,0,9,31,0,1,1,2,2,RF,1968,24,R
"munozpe01",1992,1,"MIN","AL",127,418,44,113,16,3,12,71,4,5,17,90,1,1,0,3,18,RF,1968,25,R
"munozpe01",1993,1,"MIN","AL",104,326,34,76,11,1,13,38,1,2,25,97,2,3,0,0,7,LF,1968,26,R
"munozpe01",1994,1,"MIN","AL",75,244,35,72,15,2,11,36,0,0,19,67,0,2,0,2,4,LF,1968,27,R
"munozpe01",1995,1,"MIN","AL",104,376,45,113,17,0,18,58,0,3,19,86,0,3,0,2,14,RF,1968,28,R
"munozpe01",1996,1,"OAK","AL",34,121,17,31,5,0,6,18,0,0,9,31,1,0,0,0,2,RF,1968,29,R
"munsoer01",2000,1,"DET","AL",3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1B,1977,24,L
"munsoer01",2001,1,"DET","AL",17,66,4,10,3,1,1,6,0,1,3,21,0,0,0,0,2,1B,1977,25,L
"munsoer01",2002,1,"DET","AL",18,59,3,11,0,0,2,5,0,0,6,11,0,1,0,1,1,DH,1977,26,L
"munsoer01",2003,1,"DET","AL",99,313,28,75,9,0,18,50,3,0,35,61,1,1,1,7,4,DH,1977,27,L
"munsoer01",2004,1,"DET","AL",109,321,36,68,14,2,19,49,1,1,29,90,3,6,1,0,1,DH,1977,28,L
"munsoth01",1970,1,"NYA","AL",132,453,59,137,25,4,6,53,5,7,57,56,6,7,5,4,13,C,1947,24,R
"munsoth01",1971,1,"NYA","AL",125,451,71,113,15,4,10,42,6,5,52,65,1,7,4,3,10,RF,1947,25,R
"munsoth01",1972,1,"NYA","AL",140,511,54,143,16,3,7,46,6,7,47,58,5,3,4,2,13,C,1947,26,R
"munsoth01",1973,1,"NYA","AL",147,519,80,156,29,4,20,74,4,6,48,64,4,4,1,4,12,DH,1947,27,R
"munsoth01",1974,1,"NYA","AL",144,517,64,135,19,2,13,60,2,0,44,66,12,1,1,8,14,DH,1947,28,R
"munsoth01",1975,1,"NYA","AL",157,597,83,190,24,3,12,102,3,2,45,52,8,6,3,10,23,LF,1947,29,R
"munsoth01",1976,1,"NYA","AL",152,616,79,186,27,1,17,105,14,11,29,38,6,9,1,10,17,RF,1947,30,R
"munsoth01",1977,1,"NYA","AL",149,595,85,183,28,5,18,100,5,6,39,55,8,2,0,2,18,DH,1947,31,R
"munsoth01",1978,1,"NYA","AL",154,617,73,183,27,1,6,71,2,3,35,70,6,3,1,10,20,RF,1947,32,R
"munsoth01",1979,1,"NYA","AL",97,382,42,110,18,3,3,39,1,2,32,37,2,0,1,4,15,DH,1947,33,R
"murcebo01",1970,1,"NYA","AL",159,581,95,146,23,3,23,78,15,10,87,100,5,2,4,6,7,CF,1946,25,L
"murcebo01",1971,1,"NYA","AL",146,529,94,175,25,6,25,94,14,8,91,60,13,0,1,3,9,CF,1946,26,L
"murcebo01",1972,1,"NYA","AL",153,585,102,171,30,7,33,96,11,9,63,67,7,2,0,4,6,CF,1946,27,L
"murcebo01",1973,1,"NYA","AL",160,616,83,187,29,2,22,95,6,7,50,67,6,3,0,3,11,CF,1946,28,L
"murcebo01",1974,1,"NYA","AL",156,606,69,166,25,4,10,88,14,5,57,59,10,2,2,12,11,RF,1946,29,L
"murcebo01",1975,1,"SFN","NL",147,526,80,157,29,4,11,91,9,5,91,45,6,2,1,12,11,RF,1946,30,L
"murcebo01",1976,1,"SFN","NL",147,533,73,138,20,2,23,90,12,7,84,78,10,4,0,3,11,RF,1946,31,L
"murcebo01",1977,1,"CHN","NL",154,554,90,147,18,3,27,89,16,7,80,77,13,3,2,10,6,SS,1946,32,L
"murcebo01",1978,1,"CHN","NL",146,499,66,140,22,6,9,64,14,5,80,57,15,0,0,6,12,RF,1946,33,L
"murcebo01",1979,1,"CHN","NL",58,190,22,49,4,1,7,22,2,3,36,20,2,1,1,3,3,CF,1946,34,L
"murcebo01",1979,2,"NYA","AL",74,264,42,72,12,0,8,33,1,1,25,32,2,2,2,1,10,CF,1946,34,L
"murcebo01",1980,1,"NYA","AL",100,297,41,80,9,1,13,57,2,0,34,28,2,2,3,9,9,LF,1946,35,L
"murcebo01",1981,1,"NYA","AL",50,117,14,31,6,0,6,24,0,0,12,15,1,0,0,1,3,DH,1946,36,L
"murcebo01",1982,1,"NYA","AL",65,141,12,32,6,0,7,30,2,1,12,15,2,1,0,2,4,DH,1946,37,L
"murcebo01",1983,1,"NYA","AL",9,22,2,4,2,0,1,1,0,0,1,1,0,0,0,0,3,DH,1946,38,L
"murphda05",1976,1,"ATL","NL",19,65,3,17,6,0,0,9,0,0,7,9,0,0,0,0,0,C,1956,21,R
"murphda05",1977,1,"ATL","NL",18,76,5,24,8,1,2,14,0,1,0,8,0,0,0,0,3,C,1956,22,R
"murphda05",1978,1,"ATL","NL",151,530,66,120,14,3,23,79,11,7,42,145,3,3,3,5,15,C,1956,23,R
"murphda05",1979,1,"ATL","NL",104,384,53,106,7,2,21,57,6,1,38,67,5,2,0,5,12,C,1956,24,R
"murphda05",1980,1,"ATL","NL",156,569,98,160,27,2,33,89,9,6,59,133,9,1,2,2,8,CF,1956,25,R
"murphda05",1981,1,"ATL","NL",104,369,43,91,12,1,13,50,14,5,44,72,8,0,1,2,10,CF,1956,26,R
"murphda05",1982,1,"ATL","NL",162,598,113,168,23,2,36,109,23,11,93,134,9,3,0,4,10,CF,1956,27,R
"murphda05",1983,1,"ATL","NL",162,589,131,178,24,4,36,121,30,4,90,110,12,2,0,6,15,CF,1956,28,R
"murphda05",1984,1,"ATL","NL",162,607,94,176,32,8,36,100,19,7,79,134,20,2,0,3,13,CF,1956,29,R
"murphda05",1985,1,"ATL","NL",162,616,118,185,32,2,37,111,10,3,90,141,15,1,0,5,14,CF,1956,30,R
"murphda05",1986,1,"ATL","NL",160,614,89,163,29,7,29,83,7,7,75,141,5,2,0,1,10,CF,1956,31,R
"murphda05",1987,1,"ATL","NL",159,566,115,167,27,1,44,105,16,6,115,136,29,7,0,5,11,RF,1956,32,R
"murphda05",1988,1,"ATL","NL",156,592,77,134,35,4,24,77,3,5,74,125,16,2,0,3,24,RF,1956,33,R
"murphda05",1989,1,"ATL","NL",154,574,60,131,16,0,20,84,3,2,65,142,10,2,0,6,14,CF,1956,34,R
"murphda05",1990,1,"ATL","NL",97,349,38,81,14,0,17,55,9,2,41,84,11,1,0,3,11,RF,1956,35,R
"murphda05",1990,2,"PHI","NL",57,214,22,57,9,1,7,28,0,1,20,46,3,0,0,1,11,RF,1956,35,R
"murphda05",1991,1,"PHI","NL",153,544,66,137,33,1,18,81,1,0,48,93,3,0,0,7,20,RF,1956,36,R
"murphda05",1992,1,"PHI","NL",18,62,5,10,1,0,2,7,0,0,1,13,0,0,0,0,3,RF,1956,37,R
"murphda05",1993,1,"COL","NL",26,42,1,6,1,0,0,7,0,0,5,15,1,0,0,2,5,RF,1956,38,R
"murphdo01",2004,1,"KCA","AL",7,27,1,5,3,0,0,3,1,0,0,7,0,0,0,0,1,2B,1983,22,R
"murphdw01",1978,1,"OAK","AL",60,52,15,10,2,0,0,5,0,1,7,14,0,0,1,2,0,LF,1955,24,L
"murphdw01",1979,1,"OAK","AL",121,388,57,99,10,4,11,40,15,11,84,80,6,1,13,3,10,CF,1955,25,L
"murphdw01",1980,1,"OAK","AL",159,573,86,157,18,2,13,68,26,15,102,96,7,2,22,3,12,CF,1955,26,L
"murphdw01",1981,1,"OAK","AL",107,390,58,98,10,3,15,60,10,4,73,91,6,2,8,4,6,CF,1955,27,L
"murphdw01",1982,1,"OAK","AL",151,543,84,129,15,1,27,94,26,8,94,122,2,3,12,8,8,SS,1955,28,L
"murphdw01",1983,1,"OAK","AL",130,471,55,107,17,2,17,75,7,5,62,105,4,0,7,6,16,CF,1955,29,L
"murphdw01",1984,1,"OAK","AL",153,559,93,143,18,2,33,88,4,5,74,111,1,3,4,7,15,CF,1955,30,L
"murphdw01",1985,1,"OAK","AL",152,523,77,122,21,3,20,59,4,5,84,123,3,3,5,4,14,CF,1955,31,L
"murphdw01",1986,1,"OAK","AL",98,329,50,83,11,3,9,39,3,1,56,80,4,4,7,4,4,CF,1955,32,L
"murphdw01",1987,1,"OAK","AL",82,219,39,51,7,0,8,35,4,4,58,61,2,0,3,4,5,CF,1955,33,L
"murphdw01",1988,1,"DET","AL",49,144,14,36,5,0,4,19,1,1,24,26,2,1,2,0,0,CF,1955,34,L
"murphdw01",1989,1,"PHI","NL",98,156,20,34,5,0,9,27,0,1,29,44,2,0,0,0,2,LF,1955,35,L
"murraca01",1999,1,"SFN","NL",15,19,1,5,2,0,0,5,1,0,2,4,0,0,0,0,0,LF,1971,29,R
"murraca01",2000,1,"SFN","NL",108,194,35,47,12,1,2,22,9,3,29,33,0,3,2,1,0,LF,1971,30,R
"murraca01",2001,1,"SFN","NL",106,326,54,80,14,2,6,25,8,8,32,57,0,3,3,0,5,CF,1971,31,R
"murraca01",2002,1,"SFN","NL",11,12,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,RF,1971,32,R
"murraca01",2002,2,"TEX","AL",37,77,16,13,5,1,0,1,4,0,6,15,0,1,2,0,0,RF,1971,32,R
"murraca01",2004,1,"CHN","NL",11,5,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,RF,1971,34,R
"murraed02",1977,1,"BAL","AL",160,611,81,173,29,2,27,88,0,1,48,104,6,1,0,6,22,LF,1956,22,B
"murraed02",1978,1,"BAL","AL",161,610,85,174,32,3,27,95,6,5,70,97,7,1,1,8,15,DH,1956,23,B
"murraed02",1979,1,"BAL","AL",159,606,90,179,30,2,25,99,10,2,72,78,9,2,1,6,16,DH,1956,24,B
"murraed02",1980,1,"BAL","AL",158,621,100,186,36,2,32,116,7,2,54,71,10,2,0,6,18,DH,1956,25,B
"murraed02",1981,1,"BAL","AL",99,378,57,111,21,2,22,78,2,3,40,43,10,1,0,3,10,1B,1956,26,B
"murraed02",1982,1,"BAL","AL",151,550,87,174,30,1,32,110,7,2,70,82,18,1,0,6,17,DH,1956,27,B
"murraed02",1983,1,"BAL","AL",156,582,115,178,30,3,33,111,5,1,86,90,13,3,0,9,13,DH,1956,28,B
"murraed02",1984,1,"BAL","AL",162,588,97,180,26,3,29,110,10,2,107,87,25,2,0,8,9,DH,1956,29,B
"murraed02",1985,1,"BAL","AL",156,583,111,173,37,1,31,124,5,2,84,68,12,2,0,8,8,DH,1956,30,B
"murraed02",1986,1,"BAL","AL",137,495,61,151,25,1,17,84,3,0,78,49,7,0,0,5,17,DH,1956,31,B
"murraed02",1987,1,"BAL","AL",160,618,89,171,28,3,30,91,1,2,73,80,6,0,0,3,15,DH,1956,32,B
"murraed02",1988,1,"BAL","AL",161,603,75,171,27,2,28,84,5,2,75,78,8,0,0,3,20,DH,1956,33,B
"murraed02",1989,1,"LAN","NL",160,594,66,147,29,1,20,88,7,2,87,85,24,2,0,7,12,3B,1956,34,B
"murraed02",1990,1,"LAN","NL",155,558,96,184,22,3,26,95,8,5,82,64,21,1,0,4,19,1B,1956,35,B
"murraed02",1991,1,"LAN","NL",153,576,69,150,23,1,19,96,10,3,55,74,17,0,0,8,17,3B,1956,36,B
"murraed02",1992,1,"NYN","NL",156,551,64,144,37,2,16,93,4,2,66,74,8,0,0,8,15,1B,1956,37,B
"murraed02",1993,1,"NYN","NL",154,610,77,174,28,1,27,100,2,2,40,61,4,0,0,9,24,1B,1956,38,B
"murraed02",1994,1,"CLE","AL",108,433,57,110,21,1,17,76,8,4,31,53,6,0,0,3,8,DH,1956,39,B
"murraed02",1995,1,"CLE","AL",113,436,68,141,21,0,21,82,5,1,39,65,5,0,0,5,12,DH,1956,40,B
"murraed02",1996,1,"CLE","AL",88,336,33,88,9,1,12,45,3,0,34,45,2,0,0,4,13,DH,1956,41,B
"murraed02",1996,2,"BAL","AL",64,230,36,59,12,0,10,34,1,0,27,42,4,0,0,6,6,DH,1956,41,B
"murraed02",1997,1,"ANA","AL",46,160,13,35,7,0,3,15,1,0,13,24,0,0,0,3,8,DH,1956,42,B
"murraed02",1997,2,"LAN","NL",9,7,0,2,0,0,0,3,0,0,2,2,0,0,0,0,2,DH,1956,42,B
"murragl01",1996,1,"PHI","NL",38,97,8,19,3,0,2,6,1,1,7,36,0,0,0,0,0,RF,1970,27,R
"murrala01",1974,1,"NYA","AL",6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RF,1953,22,B
"murrala01",1975,1,"NYA","AL",6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1953,23,B
"murrala01",1976,1,"NYA","AL",8,10,2,1,0,0,0,2,2,0,1,2,0,0,0,0,0,CF,1953,24,B
"murrala01",1977,1,"OAK","AL",90,162,19,29,5,2,1,9,12,3,17,36,2,0,3,0,1,SS,1953,25,B
"murrala01",1978,1,"OAK","AL",11,12,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,LF,1953,26,B
"murrala01",1979,1,"OAK","AL",105,226,25,42,11,2,2,20,6,6,28,34,1,0,6,1,2,RF,1953,27,B
"murrari01",1980,1,"SFN","NL",53,194,19,42,8,2,4,24,2,1,11,48,1,0,1,0,8,1B,1957,24,R
"murrari01",1983,1,"SFN","NL",4,10,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,1B,1957,27,R
"murreiv01",1970,1,"SDN","NL",125,347,43,85,9,3,12,35,9,7,17,93,5,4,1,1,7,LF,1945,26,R
"murreiv01",1971,1,"SDN","NL",103,255,23,60,6,3,7,24,5,2,7,60,1,3,1,1,8,LF,1945,27,R
"murreiv01",1972,1,"SDN","NL",5,7,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,RF,1945,28,R
"murreiv01",1973,1,"SDN","NL",93,210,23,48,13,1,9,21,2,0,2,52,0,0,4,0,4,CF,1945,29,R
"murreiv01",1974,1,"ATL","NL",73,133,11,33,1,1,2,12,0,0,5,35,1,0,0,1,2,LF,1945,30,R
"muserto01",1971,1,"CHA","AL",11,16,2,5,0,1,0,0,0,0,1,1,0,0,0,0,2,1B,1947,25,L
"muserto01",1972,1,"CHA","AL",44,61,6,17,2,2,1,9,1,1,2,6,0,0,0,0,1,RF,1947,26,L
"muserto01",1973,1,"CHA","AL",109,309,38,88,14,3,4,30,8,4,33,36,0,0,2,2,7,LF,1947,27,L
"muserto01",1974,1,"CHA","AL",103,206,16,60,5,1,1,18,1,4,6,22,0,1,4,1,6,DH,1947,28,L
"muserto01",1975,1,"CHA","AL",43,111,11,27,3,0,0,6,2,1,7,8,1,0,1,1,5,1B,1947,29,L
"muserto01",1975,2,"BAL","AL",80,82,11,26,3,0,0,11,0,0,8,9,0,0,1,1,3,1B,1947,29,L
"muserto01",1976,1,"BAL","AL",136,326,25,74,7,1,1,30,1,1,21,34,4,0,4,5,9,LF,1947,30,L
"muserto01",1977,1,"BAL","AL",120,118,14,27,6,0,0,7,1,2,13,16,5,0,0,2,4,CF,1947,31,L
"muserto01",1978,1,"ML4","AL",15,30,0,4,1,1,0,5,0,0,3,5,0,0,1,0,1,1B,1947,32,L
"myersgr01",1987,1,"TOR","AL",7,9,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,C,1966,22,L
"myersgr01",1989,1,"TOR","AL",17,44,0,5,2,0,0,1,0,1,2,9,0,0,0,0,2,DH,1966,24,L
"myersgr01",1990,1,"TOR","AL",87,250,33,59,7,1,5,22,0,1,22,33,0,0,1,4,12,C,1966,25,L
"myersgr01",1991,1,"TOR","AL",107,309,25,81,22,0,8,36,0,0,21,45,4,0,0,3,13,C,1966,26,L
"myersgr01",1992,1,"TOR","AL",22,61,4,14,6,0,1,13,0,0,5,5,0,0,0,2,2,C,1966,27,L
"myersgr01",1992,2,"CAL","AL",8,17,0,4,1,0,0,0,0,0,0,6,0,0,1,0,0,C,1966,27,L
"myersgr01",1993,1,"CAL","AL",108,290,27,74,10,0,7,40,3,3,17,47,2,2,3,3,8,DH,1966,28,L
"myersgr01",1994,1,"CAL","AL",45,126,10,31,6,0,2,8,0,2,10,27,3,0,5,1,3,DH,1966,29,L
"myersgr01",1995,1,"CAL","AL",85,273,35,71,12,2,9,38,0,1,17,49,3,1,1,2,4,DH,1966,30,L
"myersgr01",1996,1,"MIN","AL",97,329,37,94,22,3,6,47,0,0,19,52,3,0,0,5,11,C,1966,31,L
"myersgr01",1997,1,"MIN","AL",62,165,24,44,11,1,5,28,0,0,16,29,2,0,0,2,4,C,1966,32,L
"myersgr01",1997,2,"ATL","NL",9,9,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,C,1966,32,L
"myersgr01",1998,1,"SDN","NL",69,171,19,42,10,0,4,20,0,1,17,36,1,0,0,1,6,C,1966,33,L
"myersgr01",1999,1,"SDN","NL",50,128,9,37,4,0,3,15,0,0,13,14,2,0,0,0,5,C,1966,34,L
"myersgr01",1999,2,"ATL","NL",34,72,10,16,2,0,2,9,0,0,13,16,2,0,0,1,1,C,1966,34,L
"myersgr01",2000,1,"BAL","AL",43,125,9,28,6,0,3,12,0,0,8,29,0,0,1,0,7,DH,1966,35,L
"myersgr01",2001,1,"BAL","AL",25,74,11,20,2,0,4,18,0,0,8,17,0,0,0,0,3,DH,1966,36,L
"myersgr01",2001,2,"OAK","AL",33,87,13,16,1,0,7,13,0,0,13,21,1,0,0,0,2,DH,1966,36,L
"myersgr01",2002,1,"OAK","AL",65,144,15,32,5,0,6,21,0,0,26,36,3,0,0,0,4,DH,1966,37,L
"myersgr01",2003,1,"TOR","AL",121,329,51,101,19,0,15,52,0,3,37,57,2,0,0,3,14,DH,1966,38,L
"myersgr01",2004,1,"TOR","AL",8,18,0,4,2,0,0,1,0,0,2,4,0,0,0,0,1,DH,1966,39,L
"myersro02",1996,1,"KCA","AL",22,63,9,18,7,0,1,11,3,2,7,16,0,0,0,0,1,RF,1973,24,L
"myersro02",1997,1,"KCA","AL",31,101,14,26,7,0,2,9,4,0,17,22,0,1,2,0,2,RF,1973,25,L
"nadyxa01",2000,1,"SDN","NL",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1978,23,R
"nadyxa01",2003,1,"SDN","NL",110,371,50,99,17,1,9,39,6,2,24,74,0,6,2,1,14,RF,1978,26,R
"nadyxa01",2004,1,"SDN","NL",34,77,7,19,4,0,3,9,0,0,5,13,0,1,1,0,4,RF,1978,27,R
"naehrti01",1990,1,"BOS","AL",24,85,10,23,6,0,2,12,0,0,8,15,1,0,0,0,2,SS,1967,24,R
"naehrti01",1991,1,"BOS","AL",20,55,1,6,1,0,0,3,0,0,6,15,0,0,4,0,0,SS,1967,25,R
"naehrti01",1992,1,"BOS","AL",72,186,12,43,8,0,3,14,0,0,18,31,0,3,6,1,1,SS,1967,26,R
"naehrti01",1993,1,"BOS","AL",39,127,14,42,10,0,1,17,1,0,10,26,0,0,3,1,3,SS,1967,27,R
"naehrti01",1994,1,"BOS","AL",80,297,41,82,18,1,7,42,1,3,30,56,1,4,7,1,11,SS,1967,28,R
"naehrti01",1995,1,"BOS","AL",126,433,61,133,27,2,10,57,0,2,77,66,5,4,4,2,16,DH,1967,29,R
"naehrti01",1996,1,"BOS","AL",116,430,77,124,16,0,17,65,2,1,49,63,4,4,2,4,14,3B,1967,30,R
"naehrti01",1997,1,"BOS","AL",70,259,38,74,18,1,9,40,1,1,38,40,0,1,0,3,10,DH,1967,31,R
"nagelru01",1970,1,"CLE","AL",17,24,3,3,1,0,1,2,0,0,3,9,0,0,0,0,0,LF,1944,27,L
"nagelru01",1970,2,"DET","AL",28,32,5,6,0,0,0,2,0,0,5,6,0,0,1,0,0,LF,1944,27,L
"nahorbi01",1976,1,"PHI","NL",3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,1953,24,R
"nahorbi01",1977,1,"CHA","AL",7,23,3,6,1,0,1,4,0,0,2,3,0,0,0,1,1,C,1953,25,R
"nahorbi01",1978,1,"CHA","AL",107,347,29,82,11,2,8,35,1,0,23,52,0,2,4,4,5,DH,1953,26,R
"nahorbi01",1979,1,"CHA","AL",65,179,20,46,10,0,6,29,0,1,18,23,1,0,0,2,5,DH,1953,27,R
"nahorbi01",1980,1,"ATL","NL",59,157,14,38,12,0,5,18,0,2,8,21,1,2,0,0,5,C,1953,28,R
"nahorbi01",1981,1,"ATL","NL",14,13,0,3,1,0,0,2,0,0,1,3,1,0,0,0,0,C,1953,29,R
"nahorbi01",1982,1,"CLE","AL",39,94,6,21,5,1,4,18,0,0,2,9,0,0,1,1,3,C,1953,30,R
"nahorbi01",1983,1,"DET","AL",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1953,31,R
"nahorbi01",1984,1,"SEA","AL",12,25,2,6,0,0,1,3,0,1,1,7,0,2,0,1,0,C,1953,32,R
"narroje01",1979,1,"NYA","AL",61,123,17,21,3,1,4,18,0,0,9,26,0,0,3,1,2,DH,1956,24,L
"narroje01",1980,1,"SEA","AL",48,107,7,21,3,0,4,18,0,0,13,18,2,0,1,2,2,DH,1956,25,L
"narroje01",1981,1,"SEA","AL",76,203,13,45,5,0,3,17,0,0,16,35,3,2,3,0,3,C,1956,26,L
"narroje01",1983,1,"CAL","AL",10,22,1,3,0,0,1,4,0,0,1,3,0,0,0,0,0,DH,1956,28,L
"narroje01",1984,1,"CAL","AL",69,150,9,37,5,0,3,17,0,0,8,12,1,1,1,2,7,C,1956,29,L
"narroje01",1985,1,"CAL","AL",67,132,12,29,4,0,5,14,0,0,11,17,2,0,0,0,2,DH,1956,30,L
"narroje01",1986,1,"CAL","AL",57,95,5,21,3,1,1,8,0,0,9,14,0,1,1,1,5,DH,1956,31,L
"narroje01",1987,1,"SEA","AL",4,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,C,1956,32,L
"nashco01",1970,1,"MIN","AL",4,4,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1B,1942,29,R
"natalro01",1992,1,"MON","NL",5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,C,1965,28,R
"natalro01",1993,1,"FLO","NL",41,117,3,25,4,1,1,6,1,0,6,22,0,4,3,1,6,C,1965,29,R
"natalro01",1994,1,"FLO","NL",10,29,2,8,2,0,0,2,1,0,5,5,0,0,0,0,1,C,1965,30,R
"natalro01",1995,1,"FLO","NL",16,43,2,10,2,1,2,6,0,0,1,9,0,0,1,1,0,C,1965,31,R
"natalro01",1996,1,"FLO","NL",44,90,4,12,1,1,0,2,0,1,15,31,5,0,0,0,3,C,1965,32,R
